Dialogue,Timestamp,Case,instrument-label,instrument-pred,instrument-correct,action-label,action-pred,action-correct,tissue-label,tissue-pred,tissue-correct,valid,iat_triplet,label_prompt,generated_feedback
"because it's very easy to deviate from the surface of the adenoma and end up getting through the capsule, and you know that's just really annoying... and you don't want to be annoying",14:04:51,2,,,,,,,miscellaneous,miscellaneous,True,True,"('nan', 'nan', 'miscellaneous')","IAT Triplet:
instrument: nan, action: nan, tissue: miscellaneous

Feedback:
",Ensure careful handling of the miscellaneous tissue.
because you are wasting too much urethra real estate,18:58:46,29,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract for precise dissection.
below the ureter ...there,14:40:56,10,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract.
break your die stitch,17:03:38,22,suturing_tools,suturing_tools,True,,,,,,,True,"('suturing_tools', 'nan', 'nan')","IAT Triplet:
instrument: suturing_tools, action: nan, tissue: nan

Feedback:
",Ensure suturing tools are ready for the next step.
but just take it so we don't keep making swiss cheese of the urethra,19:00:03,29,,,,grip_hold,grip_hold,True,urinary_tract,urinary_tract,True,True,"('nan', 'grip_hold', 'urinary_tract')","IAT Triplet:
instrument: nan, action: grip_hold, tissue: urinary_tract

Feedback:
",Grip and hold the urinary tract securely.
but narrow it down to a nice stock,09:31:16,33,,,,adjust_fix,adjust_fix,True,,,,True,"('nan', 'adjust_fix', 'nan')","IAT Triplet:
instrument: nan, action: adjust_fix, tissue: nan

Feedback:
",Ensure stability and secure positioning.
"but there's more SV, you see that?",09:50:12,21,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,"('nan', 'nan', 'seminal_vesicle_vas')","IAT Triplet:
instrument: nan, action: nan, tissue: seminal_vesicle_vas

Feedback:
",Identify and expose the seminal vesicle and vas deferens clearly.
"but you got to take the packet, take the packet, feed it to Louis properly",09:29:21,21,,,,grip_hold,grip_hold,True,,,,True,"('nan', 'grip_hold', 'nan')","IAT Triplet:
instrument: nan, action: grip_hold, tissue: nan

Feedback:
",Maintain a steady grip.
buzz,15:59:53,32,energy_device,energy_device,True,coagulate,coagulate,True,,,,True,"('energy_device', 'coagulate', 'nan')","IAT Triplet:
instrument: energy_device, action: coagulate, tissue: nan

Feedback:
",Use the energy device to coagulate the targeted area.
buzz,17:16:09,13,energy_device,energy_device,True,coagulate,coagulate,True,,,,True,"('energy_device', 'coagulate', 'nan')","IAT Triplet:
instrument: energy_device, action: coagulate, tissue: nan

Feedback:
",Use the energy device to coagulate the targeted area carefully.
"buzz all of that, ____",11:53:49,28,,,,coagulate,coagulate,True,,,,True,"('nan', 'coagulate', 'nan')","IAT Triplet:
instrument: nan, action: coagulate, tissue: nan

Feedback:
",Proceed with coagulation as needed.
buzz it,09:27:02,24,,,,coagulate,coagulate,True,,,,True,"('nan', 'coagulate', 'nan')","IAT Triplet:
instrument: nan, action: coagulate, tissue: nan

Feedback:
",Ensure precise coagulation to minimize thermal spread.
"buzz that, buzz that",14:16:25,2,,,,coagulate,coagulate,True,,,,True,"('nan', 'coagulate', 'nan')","IAT Triplet:
instrument: nan, action: coagulate, tissue: nan

Feedback:
",Proceed with coagulation as needed.
"can I see that window, lets see that window a little more",15:45:21,6,energy_device,energy_device,True,,,,,,,True,"('energy_device', 'nan', 'nan')","IAT Triplet:
instrument: energy_device, action: nan, tissue: nan

Feedback:
",Position the energy device for precise application.
"can I see... , I'm trying to grab",09:16:58,24,energy_device,energy_device,True,,,,,,,True,"('energy_device', 'nan', 'nan')","IAT Triplet:
instrument: energy_device, action: nan, tissue: nan

Feedback:
",Ensure the energy device is ready for use.
"can you zoom in right here, where you tied your suture?",16:16:04,18,suturing_tools,suturing_tools,True,,,,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,"('suturing_tools', 'nan', 'fat_fascial_peritoneal_planes')","IAT Triplet:
instrument: suturing_tools, action: nan, tissue: fat_fascial_peritoneal_planes

Feedback:
",Use suturing tools to address the fat fascial peritoneal planes.
"careful what you grab too, that's okay, thats probably the most I would grab because you dont want to grab the ureter accidentally.",09:19:57,33,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract for precise navigation.
careful when you get the tip like that...need to lift up and use the hook,15:03:52,10,energy_device,energy_device,True,,,,,,,True,"('energy_device', 'nan', 'nan')","IAT Triplet:
instrument: energy_device, action: nan, tissue: nan

Feedback:
",Position the energy device carefully for precise application.
cause its all these vessels at the corner of the sem that's tethering you,15:49:16,26,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,"('nan', 'nan', 'seminal_vesicle_vas')","IAT Triplet:
instrument: nan, action: nan, tissue: seminal_vesicle_vas

Feedback:
",Identify and expose the seminal vesicle and vas deferens clearly.
clean your hook,16:06:25,8,energy_device,energy_device,True,,,,,,,True,"('energy_device', 'nan', 'nan')","IAT Triplet:
instrument: energy_device, action: nan, tissue: nan

Feedback:
",Ensure the energy device is ready for use.
closer to the SEM,15:51:10,26,,,,,,,None,None,True,True,"('nan', 'nan', 'None')","IAT Triplet:
instrument: nan, action: nan, tissue: None

Feedback:
",Proceed with the next step when ready.
closer to the prostate,14:39:50,15,,,,,,,prostate,prostate,True,True,"('nan', 'nan', 'prostate')","IAT Triplet:
instrument: nan, action: nan, tissue: prostate

Feedback:
",Focus on the prostate for precise dissection.
cold cold,14:48:35,26,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,"('nan', 'nan', 'seminal_vesicle_vas')","IAT Triplet:
instrument: nan, action: nan, tissue: seminal_vesicle_vas

Feedback:
",Focus on the seminal vesicle and vas.
come a little bit closer to the adenoma,14:26:10,2,,,,,,,miscellaneous,miscellaneous,True,True,"('nan', 'nan', 'miscellaneous')","IAT Triplet:
instrument: nan, action: nan, tissue: miscellaneous

Feedback:
",Focus on the miscellaneous tissue for any necessary adjustments.
cut carefully,15:18:57,10,,,,cut_divide,cut_divide,True,,,,True,"('nan', 'cut_divide', 'nan')","IAT Triplet:
instrument: nan, action: cut_divide, tissue: nan

Feedback:
",Proceed with cutting or dividing as needed.
"cut the tails, cut the tail, make them short, like that",15:28:58,15,,,,cut_divide,cut_divide,True,,,,True,"('nan', 'cut_divide', 'nan')","IAT Triplet:
instrument: nan, action: cut_divide, tissue: nan

Feedback:
",Proceed with cutting as needed.
cut tourniquet also,15:18:21,10,,,,cut_divide,cut_divide,True,,,,True,"('nan', 'cut_divide', 'nan')","IAT Triplet:
instrument: nan, action: cut_divide, tissue: nan

Feedback:
",Proceed with cutting or dividing as needed.
did you get the needle out?,15:29:01,15,suturing_tools,suturing_tools,True,,,,,,,True,"('suturing_tools', 'nan', 'nan')","IAT Triplet:
instrument: suturing_tools, action: nan, tissue: nan

Feedback:
",Ensure suturing tools are ready for the next step.
"do you want me to expose the urethra to you, to show you where you need to exit",19:07:30,29,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract for precise dissection.
"doesn't need to be perfect, just grab it and bring it in",08:55:29,19,,,,grip_hold,grip_hold,True,,,,True,"('nan', 'grip_hold', 'nan')","IAT Triplet:
instrument: nan, action: grip_hold, tissue: nan

Feedback:
",Maintain a steady grip.
"don't get closer to the prostate, just stay in that level",09:58:31,33,,,,,,,prostate,prostate,True,True,"('nan', 'nan', 'prostate')","IAT Triplet:
instrument: nan, action: nan, tissue: prostate

Feedback:
",Focus on the prostate for precise dissection.
don't pull too hard there okay because if you pull hard enough it will fall right through and you will have a hole in your urethra,17:03:03,22,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract.
"don't sweep underneath there, just do above, it's a nice juicy packet there",09:25:56,21,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,"('nan', 'sweeping_maneuvers', 'nan')","IAT Triplet:
instrument: nan, action: sweeping_maneuvers, tissue: nan

Feedback:
",Use sweeping maneuvers carefully to maintain precision.
dont cut into yellow fat,15:36:13,8,,,,cut_divide,cut_divide,True,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,"('nan', 'cut_divide', 'fat_fascial_peritoneal_planes')","IAT Triplet:
instrument: nan, action: cut_divide, tissue: fat_fascial_peritoneal_planes

Feedback:
",Cut through the fat and fascial peritoneal planes carefully.
dont rip that,15:39:06,22,,,,ensure_safety,ensure_safety,True,,,,True,"('nan', 'ensure_safety', 'nan')","IAT Triplet:
instrument: nan, action: ensure_safety, tissue: nan

Feedback:
",Ensure safety protocols are followed.
"especially when you see those clear vessels, those are lymphatics, yeah?",09:30:20,33,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,"('nan', 'nan', 'vascular_neurovascular_structures')","IAT Triplet:
instrument: nan, action: nan, tissue: vascular_neurovascular_structures

Feedback:
",Protect the vascular and neurovascular structures carefully.
