Dialogue,Timestamp,Case,instrument-label,instrument-pred,instrument-correct,action-label,action-pred,action-correct,tissue-label,tissue-pred,tissue-correct,valid,iat_triplet,label_prompt,generated_feedback
"Turn more, Yep.",17:52:13,12,,,,rotate_turn,rotate_turn,True,,,,True,"('nan', 'rotate_turn', 'nan')","IAT Triplet:
instrument: nan, action: rotate_turn, tissue: nan

Feedback:
","Rotate and turn carefully, maintaining awareness of surrounding structures."
"What is going on, where did this needle come from?",18:19:10,14,suturing_tools,suturing_tools,True,,,,,,,True,"('suturing_tools', 'nan', 'nan')","IAT Triplet:
instrument: suturing_tools, action: nan, tissue: nan

Feedback:
",Ensure suturing tools are ready for the next step.
Why is there a third needle?,18:19:21,14,suturing_tools,suturing_tools,True,,,,,,,True,"('suturing_tools', 'nan', 'nan')","IAT Triplet:
instrument: suturing_tools, action: nan, tissue: nan

Feedback:
",Ensure suturing tools are ready for the next step.
a little closer to the gland,15:07:19,18,None,None,True,,,,,,,True,"('None', 'nan', 'nan')","IAT Triplet:
instrument: None, action: nan, tissue: nan

Feedback:
",Proceed with the next step when ready.
"again if you need to do a sharp turn grab the needle closer, and you're going to run out of the needle you can always let go.",17:01:30,22,suturing_tools,suturing_tools,True,,,,,,,True,"('suturing_tools', 'nan', 'nan')","IAT Triplet:
instrument: suturing_tools, action: nan, tissue: nan

Feedback:
",Ensure suturing tools are ready for the next step.
"again, you're in this very compromised position... come from the sides and narrow down on it",14:33:20,2,,,,navigate_position,navigate_position,True,,,,True,"('nan', 'navigate_position', 'nan')","IAT Triplet:
instrument: nan, action: navigate_position, tissue: nan

Feedback:
",Navigate to the desired position carefully.
all of these come down this..your arterys here and your veins here,15:57:08,32,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,"('nan', 'nan', 'vascular_neurovascular_structures')","IAT Triplet:
instrument: nan, action: nan, tissue: vascular_neurovascular_structures

Feedback:
",Ensure careful handling around the vascular and neurovascular structures.
"all the way down and in and that will allow you when you clip ureter, youre gonna move the kidney UP completely",15:42:04,10,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract area for precise navigation.
alright let's do a little uh... uh... mhm.. that's very small prostate.. okay,09:13:59,1,,,,,,,prostate,prostate,True,True,"('nan', 'nan', 'prostate')","IAT Triplet:
instrument: nan, action: nan, tissue: prostate

Feedback:
",Focus on the prostate for precise dissection.
"alright, I think you are almost done there",10:37:45,1,energy_device,energy_device,True,,,,,,,True,"('energy_device', 'nan', 'nan')","IAT Triplet:
instrument: energy_device, action: nan, tissue: nan

Feedback:
",Position the energy device precisely for the next step.
"alright, do you remember how I hold the SV's up?",09:50:19,1,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,"('nan', 'nan', 'seminal_vesicle_vas')","IAT Triplet:
instrument: nan, action: nan, tissue: seminal_vesicle_vas

Feedback:
",Identify and preserve the seminal vesicle and vas structures carefully.
"alright, maybe come to the other side now",14:46:50,2,,,,navigate_position,navigate_position,True,,,,True,"('nan', 'navigate_position', 'nan')","IAT Triplet:
instrument: nan, action: navigate_position, tissue: nan

Feedback:
",Navigate to the desired position carefully.
always inspect the prostate so we have plenty of tissue on the right side and less on the left,15:28:50,3,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract for precise dissection.
and buzz right above the vein...dont buzz the vein but,15:57:41,32,energy_device,energy_device,True,coagulate,coagulate,True,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,"('energy_device', 'coagulate', 'vascular_neurovascular_structures')","IAT Triplet:
instrument: energy_device, action: coagulate, tissue: vascular_neurovascular_structures

Feedback:
",Use the energy device to coagulate the vascular neurovascular structures carefully.
"and ideally, you can burn some of that tissue because there are lymphatic channels there",09:26:28,21,energy_device,energy_device,True,,,,,,,True,"('energy_device', 'nan', 'nan')","IAT Triplet:
instrument: energy_device, action: nan, tissue: nan

Feedback:
",Position the energy device for precise application.
and im not a real big fan of you grabbing your needle and taking it off screen okay?,10:26:08,16,suturing_tools,suturing_tools,True,,,,,,,True,"('suturing_tools', 'nan', 'nan')","IAT Triplet:
instrument: suturing_tools, action: nan, tissue: nan

Feedback:
",Ensure suturing tools are ready for the next step.
"and it holds the suture in place, that's how you cinch it down",18:57:05,29,suturing_tools,suturing_tools,True,,,,,,,True,"('suturing_tools', 'nan', 'nan')","IAT Triplet:
instrument: suturing_tools, action: nan, tissue: nan

Feedback:
",Ensure suturing tools are ready for the next step.
and on the bladder we travel a little bit more,18:58:13,29,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract.
"and open up the space, open it up",09:19:35,33,,,,open_spread,open_spread,True,,,,True,"('nan', 'open_spread', 'nan')","IAT Triplet:
instrument: nan, action: open_spread, tissue: nan

Feedback:
",Open and spread carefully.
"and then on the anterior bladder neck, take care of that",09:20:51,1,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract for precise dissection.
and very little mucosa you could take just the edge,15:48:51,3,,,,grip_hold,grip_hold,True,,,,True,"('nan', 'grip_hold', 'nan')","IAT Triplet:
instrument: nan, action: grip_hold, tissue: nan

Feedback:
",Maintain a steady grip.
any leaks? anything from the hole that you made?,10:24:03,16,,,,,,,None,None,True,True,"('nan', 'nan', 'None')","IAT Triplet:
instrument: nan, action: nan, tissue: None

Feedback:
",Proceed with the next step when ready.
are you sure you're not too far from the prostate?,14:21:26,4,,,,,,,prostate,prostate,True,True,"('nan', 'nan', 'prostate')","IAT Triplet:
instrument: nan, action: nan, tissue: prostate

Feedback:
",Focus on the prostate for precise dissection.
"at some point, you want to work on the other side too of the packet to narrow it down. you don't want to keep going forever, you just want to narrow it down so narrow it down there",09:30:49,33,,,,adjust_fix,adjust_fix,True,,,,True,"('nan', 'adjust_fix', 'nan')","IAT Triplet:
instrument: nan, action: adjust_fix, tissue: nan

Feedback:
",Adjust and fix as needed.
back up,16:06:37,32,,,,navigate_position,navigate_position,True,,,,True,"('nan', 'navigate_position', 'nan')","IAT Triplet:
instrument: nan, action: navigate_position, tissue: nan

Feedback:
",Navigate to the desired position carefully.
back up with your camera,14:34:07,18,,,,navigate_position,navigate_position,True,,,,True,"('nan', 'navigate_position', 'nan')","IAT Triplet:
instrument: nan, action: navigate_position, tissue: nan

Feedback:
",Navigate to the desired position carefully.
be careful dont avulse that vein,16:00:08,6,,,,ensure_safety,ensure_safety,True,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,"('nan', 'ensure_safety', 'vascular_neurovascular_structures')","IAT Triplet:
instrument: nan, action: ensure_safety, tissue: vascular_neurovascular_structures

Feedback:
",Ensure safety around the vascular and neurovascular structures.
be careful you're not grabbing the nerve itself,14:55:01,22,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,"('nan', 'nan', 'vascular_neurovascular_structures')","IAT Triplet:
instrument: nan, action: nan, tissue: vascular_neurovascular_structures

Feedback:
",Maintain awareness of the vascular and neurovascular structures.
"be careful, don't rip the prostate",14:31:37,4,,,,ensure_safety,ensure_safety,True,prostate,prostate,True,True,"('nan', 'ensure_safety', 'prostate')","IAT Triplet:
instrument: nan, action: ensure_safety, tissue: prostate

Feedback:
",Ensure safety around the prostate.
"be careful, that was a very aggressive grab, no need for that",09:26:10,1,,,,ensure_safety,ensure_safety,True,,,,True,"('nan', 'ensure_safety', 'nan')","IAT Triplet:
instrument: nan, action: ensure_safety, tissue: nan

Feedback:
",Ensure safety protocols are followed.
"because if it's not bone dry, and then you throw your stitch and then it's still bleeding, then you're going to be buzzing all this stuff and then you're going to end up burning your stitch",14:56:27,2,suturing_tools,suturing_tools,True,,,,,,,True,"('suturing_tools', 'nan', 'nan')","IAT Triplet:
instrument: suturing_tools, action: nan, tissue: nan

Feedback:
",Prepare the suturing tools for the next step.
because if youre not on the adenoma you run risk,16:03:16,12,,,,,,,miscellaneous,miscellaneous,True,True,"('nan', 'nan', 'miscellaneous')","IAT Triplet:
instrument: nan, action: nan, tissue: miscellaneous

Feedback:
",Ensure careful handling of the miscellaneous tissue.
"because it's very easy to deviate from the surface of the adenoma and end up getting through the capsule, and you know that's just really annoying... and you don't want to be annoying",14:04:51,2,,,,,,,miscellaneous,miscellaneous,True,True,"('nan', 'nan', 'miscellaneous')","IAT Triplet:
instrument: nan, action: nan, tissue: miscellaneous

Feedback:
",Focus on the miscellaneous tissue area for any necessary adjustments.
because you are wasting too much urethra real estate,18:58:46,29,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract for precise dissection.
below the ureter ...there,14:40:56,10,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract for precise dissection.
bipolar that,15:59:49,8,energy_device,energy_device,True,,,,,,,True,"('energy_device', 'nan', 'nan')","IAT Triplet:
instrument: energy_device, action: nan, tissue: nan

Feedback:
",Position the energy device for precise application.
break your die stitch,17:03:38,22,suturing_tools,suturing_tools,True,,,,,,,True,"('suturing_tools', 'nan', 'nan')","IAT Triplet:
instrument: suturing_tools, action: nan, tissue: nan

Feedback:
",Ensure suturing tools are ready for the next step.
"but there's more SV, you see that?",09:50:12,21,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,"('nan', 'nan', 'seminal_vesicle_vas')","IAT Triplet:
instrument: nan, action: nan, tissue: seminal_vesicle_vas

Feedback:
",Identify and expose the seminal vesicle and vas deferens.
buzz,17:16:09,13,energy_device,energy_device,True,coagulate,coagulate,True,,,,True,"('energy_device', 'coagulate', 'nan')","IAT Triplet:
instrument: energy_device, action: coagulate, tissue: nan

Feedback:
",Use the energy device to coagulate effectively.
"buzz all of that, ____",11:53:49,28,,,,coagulate,coagulate,True,,,,True,"('nan', 'coagulate', 'nan')","IAT Triplet:
instrument: nan, action: coagulate, tissue: nan

Feedback:
",Proceed with coagulation as needed.
buzz it,09:27:02,24,,,,coagulate,coagulate,True,,,,True,"('nan', 'coagulate', 'nan')","IAT Triplet:
instrument: nan, action: coagulate, tissue: nan

Feedback:
",Proceed with coagulation as needed.
"buzz that, buzz that",14:16:25,2,,,,coagulate,coagulate,True,,,,True,"('nan', 'coagulate', 'nan')","IAT Triplet:
instrument: nan, action: coagulate, tissue: nan

Feedback:
",Proceed with coagulation as needed.
buzz this thing,16:08:25,32,energy_device,energy_device,True,coagulate,coagulate,True,,,,True,"('energy_device', 'coagulate', 'nan')","IAT Triplet:
instrument: energy_device, action: coagulate, tissue: nan

Feedback:
",Use the energy device to coagulate effectively.
"can I see that window, lets see that window a little more",15:45:21,6,energy_device,energy_device,True,,,,,,,True,"('energy_device', 'nan', 'nan')","IAT Triplet:
instrument: energy_device, action: nan, tissue: nan

Feedback:
",Position the energy device precisely for the next step.
can I see where I'm going?,09:16:47,24,energy_device,energy_device,True,,,,,,,True,"('energy_device', 'nan', 'nan')","IAT Triplet:
instrument: energy_device, action: nan, tissue: nan

Feedback:
",Position the energy device for precise application.
"can I see... , I'm trying to grab",09:16:58,24,energy_device,energy_device,True,,,,,,,True,"('energy_device', 'nan', 'nan')","IAT Triplet:
instrument: energy_device, action: nan, tissue: nan

Feedback:
",Use the energy device with precision when needed.
"careful what you grab too, that's okay, thats probably the most I would grab because you dont want to grab the ureter accidentally.",09:19:57,33,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract.
clean your hook,16:06:25,8,energy_device,energy_device,True,,,,,,,True,"('energy_device', 'nan', 'nan')","IAT Triplet:
instrument: energy_device, action: nan, tissue: nan

Feedback:
",Position the energy device for precise application.
closer to the bladder,16:30:28,13,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract for precise dissection.
closer to the prostate,14:39:50,15,,,,,,,prostate,prostate,True,True,"('nan', 'nan', 'prostate')","IAT Triplet:
instrument: nan, action: nan, tissue: prostate

Feedback:
",Focus on the prostate for precise dissection.
"coag first, and then sweep",14:16:37,2,energy_device,energy_device,True,coagulate,coagulate,True,,,,True,"('energy_device', 'coagulate', 'nan')","IAT Triplet:
instrument: energy_device, action: coagulate, tissue: nan

Feedback:
",Use the energy device to coagulate the targeted area carefully.
cold cold,14:48:35,26,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,"('nan', 'nan', 'seminal_vesicle_vas')","IAT Triplet:
instrument: nan, action: nan, tissue: seminal_vesicle_vas

Feedback:
",Identify and expose the seminal vesicle and vas deferens clearly.
come a little bit closer to the adenoma,14:26:10,2,,,,,,,miscellaneous,miscellaneous,True,True,"('nan', 'nan', 'miscellaneous')","IAT Triplet:
instrument: nan, action: nan, tissue: miscellaneous

Feedback:
",Focus on the miscellaneous tissue for any unexpected findings.
cut carefully,15:18:57,10,,,,cut_divide,cut_divide,True,,,,True,"('nan', 'cut_divide', 'nan')","IAT Triplet:
instrument: nan, action: cut_divide, tissue: nan

Feedback:
",Proceed with cutting as needed.
cut down here,14:41:26,15,,,,cut_divide,cut_divide,True,,,,True,"('nan', 'cut_divide', 'nan')","IAT Triplet:
instrument: nan, action: cut_divide, tissue: nan

Feedback:
",Proceed with cutting as planned.
cut tourniquet also,15:18:21,10,,,,cut_divide,cut_divide,True,,,,True,"('nan', 'cut_divide', 'nan')","IAT Triplet:
instrument: nan, action: cut_divide, tissue: nan

Feedback:
",Proceed with cutting as planned.
did you get the needle out?,15:29:01,15,suturing_tools,suturing_tools,True,,,,,,,True,"('suturing_tools', 'nan', 'nan')","IAT Triplet:
instrument: suturing_tools, action: nan, tissue: nan

Feedback:
",Ensure suturing tools are ready for the next step.
"do you want me to expose the urethra to you, to show you where you need to exit",19:07:30,29,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract.
"doesn't need to be perfect, just grab it and bring it in",08:55:29,19,,,,grip_hold,grip_hold,True,,,,True,"('nan', 'grip_hold', 'nan')","IAT Triplet:
instrument: nan, action: grip_hold, tissue: nan

Feedback:
",Maintain a steady grip.
"don't get closer to the prostate, just stay in that level",09:58:31,33,,,,,,,prostate,prostate,True,True,"('nan', 'nan', 'prostate')","IAT Triplet:
instrument: nan, action: nan, tissue: prostate

Feedback:
",Focus on the prostate for precise dissection.
don't pull too hard there okay because if you pull hard enough it will fall right through and you will have a hole in your urethra,17:03:03,22,,,,,,,urinary_tract,urinary_tract,True,True,"('nan', 'nan', 'urinary_tract')","IAT Triplet:
instrument: nan, action: nan, tissue: urinary_tract

Feedback:
",Focus on the urinary tract for precise dissection.
"don't sweep underneath there, just do above, it's a nice juicy packet there",09:25:56,21,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,"('nan', 'sweeping_maneuvers', 'nan')","IAT Triplet:
instrument: nan, action: sweeping_maneuvers, tissue: nan

Feedback:
",Perform sweeping maneuvers with precision.
dont break the stitch ok?,12:17:46,11,suturing_tools,suturing_tools,True,,,,,,,True,"('suturing_tools', 'nan', 'nan')","IAT Triplet:
instrument: suturing_tools, action: nan, tissue: nan

Feedback:
",Ensure suturing tools are ready for the next step.
dont go too far,16:37:57,22,,,,navigate_position,navigate_position,True,,,,True,"('nan', 'navigate_position', 'nan')","IAT Triplet:
instrument: nan, action: navigate_position, tissue: nan

Feedback:
",Navigate to the desired position carefully.
"dont pull on it, you poked a hole in a vein",15:44:27,6,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,"('nan', 'nan', 'vascular_neurovascular_structures')","IAT Triplet:
instrument: nan, action: nan, tissue: vascular_neurovascular_structures

Feedback:
",Maintain awareness of the vascular and neurovascular structures.
dont rip that,15:39:06,22,,,,ensure_safety,ensure_safety,True,,,,True,"('nan', 'ensure_safety', 'nan')","IAT Triplet:
instrument: nan, action: ensure_safety, tissue: nan

Feedback:
",Ensure safety protocols are followed.
"especially when you see those clear vessels, those are lymphatics, yeah?",09:30:20,33,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,"('nan', 'nan', 'vascular_neurovascular_structures')","IAT Triplet:
instrument: nan, action: nan, tissue: vascular_neurovascular_structures

Feedback:
",Ensure careful handling around the vascular and neurovascular structures.
